ds_sale_price_formula,ds_purchase_price_formula,ds_material_alias,vl_quantity_sell,vl_unit_price_sell,cd_alias_language,cd_product_id,lower(ds_category_en),lower(ds_record_type_name)
"","","Aluminium-copper radiator, clean",21.00,1.390000,en,18007,aluminium,retail
"","",Scrap soft lead,6.80,1.130000,en,19556,lead,retail
"","",End-of-life vehicle,1.00,123.000000,en,10156,iron and steel,retail
"","",Hartmetall Wendeschneidplatten,1.20,14.890000,de,18017,tungsten carbide,retail
"","",Aluminium cable 50%,10.00,1.700000,en,10031,aluminium,retail
"","",Tableware tin,25.00,11.380000,en,18071,tin,retail
"","",Scrap soft lead,5.00,1.130000,en,19556,lead,retail
"","",Tableware tin,11.00,11.380000,en,18071,tin,retail
"","",Hartmetall Wendeschneidplatten,117.00,16.700000,de,18017,tungsten carbide,retail
"","",Tableware tin,1.00,10.720000,en,18071,tin,retail
"","","Zinc, old",1.20,1.320000,en,18073,zinc,retail
"","","Copper, miscellaneous, low-grade, old",27.00,4.450000,en,18024,copper,retail
"","","Copper, miscellaneous, low-grade, old",116.50,3.900000,en,18024,copper,retail
"","",Tableware tin,6.30,10.630000,en,18071,tin,retail
"","",Cast iron,142870.00,0.226000,en,10079,iron and steel,wholesale - europe domestic
"","","Copper, miscellaneous, low-grade, old",3.00,4.480000,en,18024,copper,retail
"","",Copper cable with plug,7.00,0.780000,en,18029,cables,retail
"","",Lead batteries,11395.00,0.710000,en,18065,electronics,wholesale - europe domestic
"","","Aluminium sheet, old, painted",16.00,0.820000,en,18006,aluminium,retail
"","",Electric motors - large,6.00,0.270000,en,10212,electronics,retail
"","","Tungsten carbide, miscellaneous",30.50,13.420000,en,18020,tungsten carbide,retail
"","",Electric motors - large,11000.00,0.640000,en,10212,electronics,wholesale - europe domestic
"","",Electric motors - low grade,5940.00,0.250000,en,10162,electronics,wholesale - europe domestic
"","",E3 - heavy scrap,12.90,0.130000,en,18061,iron and steel,retail
"","",Silver contacts,0.50,8.950000,en,21649,electronics,retail
"","",Disc drives,0.80,6.600000,en,18055,pc components,retail
"","","Aluminium-copper radiator, contaminated",3.40,1.350000,en,18008,aluminium,retail
"","","Brass, miscellaneous",6.40,2.880000,en,18036,yellow brass,retail
"","",Class 3 circuit boards,2.70,5.230000,en,18045,pcbs,retail
"","","Copper Cable, min. 38% Cu",183.00,0.600000,en,18028,cables,wholesale - europe domestic
"","",Tableware tin,17.00,10.640000,en,18071,tin,retail
"","","Brass, miscellaneous",10.00,3.000000,en,18036,yellow brass,retail
"","",Disc drives,12.00,6.600000,en,18055,pc components,retail
"","","Stainless steel, V2a, nirosta, niro",8.00,0.670000,en,18037,stainless steel,retail
"","","Copper, miscellaneous, low-grade, old",23.00,4.260000,en,18024,copper,retail
"","","Brass MS58, new, pieces",99.00,3.300000,en,18032,yellow brass,retail
"","",Hartmetall Bohrer und Fräser,23.00,14.270000,de,18019,tungsten carbide,retail
"","","E1 - iron and steel, miscellaneous scrap",20380.00,0.149000,en,18060,iron and steel,retail
"","",Disc drives,3.70,18.980000,en,18055,pc components,retail
"","","Heavy copper, berry min. 98% Cu",14.00,4.470000,en,18022,copper,retail
"","",Aluminium turnings,156.00,0.500000,en,18015,aluminium,retail
"","","Aluminium profiles, bare (new)",801.50,1.440000,en,18001,aluminium,retail
"","","Copper, miscellaneous, low-grade, old",140.50,4.490000,en,18024,copper,retail
"","",Hartmetall Bohrer und Fräser,12.00,15.170000,de,18019,tungsten carbide,retail
"","","Brass, miscellaneous",21.00,2.780000,en,18036,yellow brass,retail
"","","Copper Cable, min. 60% Cu",6.20,2.170000,en,18030,cables,retail
"","",Tableware tin,10.70,11.140000,en,18071,tin,retail
"","","Brass MS58, new, pieces",1.50,3.330000,en,18032,yellow brass,retail
"","","Zinc, old",3.10,1.350000,en,18073,zinc,retail
"","","Brass MS58, new, pieces",2.20,3.250000,en,18032,yellow brass,retail
"","",Hartmetall Bohrer und Fräser,28.90,15.170000,de,18019,tungsten carbide,retail
"","","Copper Cable, min. 38% Cu",169.00,1.400000,en,18028,cables,retail
"","",Hartmetall Bohrer und Fräser,3.60,14.890000,de,18019,tungsten carbide,retail
"","","Brass, miscellaneous",124.50,3.050000,en,18036,yellow brass,retail
"","","Brass, miscellaneous",3.50,2.780000,en,18036,yellow brass,retail
"","","Zinc, old",1.30,1.350000,en,18073,zinc,retail
"","","Cast aluminium, new",6.80,0.850000,en,18013,aluminium,retail
"","",Hartmetall Bohrer und Fräser,20.00,15.170000,de,18019,tungsten carbide,retail
"","","Brass, miscellaneous",13.60,2.780000,en,18036,yellow brass,retail
"","",Hartmetall Bohrer und Fräser,16.00,14.890000,de,18019,tungsten carbide,retail
"","",End-of-life vehicle,1.00,123.000000,en,10156,iron and steel,retail
"","","Brass MS58, new, pieces",2.70,3.250000,en,18032,yellow brass,retail
"","",Hartmetall Bohrer und Fräser,12.00,15.170000,de,18019,tungsten carbide,retail
"","",Hartmetall Wendeschneidplatten,4.70,14.890000,de,18017,tungsten carbide,retail
"","","Bright copper, no 2, sparkplugs",7.30,4.760000,en,18023,copper,retail
"","",Hartmetall Wendeschneidplatten,949.00,17.000000,de,18017,tungsten carbide,wholesale - europe domestic
"","","Zinc, old",5.60,1.320000,en,18073,zinc,retail
"","","Bright copper, no 1, Millberry",5.30,4.700000,en,18025,copper,retail
"","","Heavy copper, berry min. 98% Cu",3.50,4.450000,en,18022,copper,retail
"","","Brass, miscellaneous",6.40,2.780000,en,18036,yellow brass,retail
"","","Copper Cable, min. 38% Cu",6.80,1.270000,en,18028,cables,retail
"","","Copper Cable, min. 60% Cu",5.10,2.170000,en,18030,cables,retail
"","","Brass, miscellaneous",44.80,2.780000,en,18036,yellow brass,retail
"","",Hartmetall Wendeschneidplatten,17.00,14.080000,de,18017,tungsten carbide,retail
"","",Brass cartridges,18.40,3.280000,en,18034,yellow brass,retail
"","",Hartmetall Bohrer und Fräser,26.50,14.270000,de,18019,tungsten carbide,retail
"","","Heavy copper, berry min. 98% Cu",10.10,4.660000,en,18022,copper,retail
"","",Electric motors - low grade,1800.00,0.270000,en,10162,electronics,wholesale - europe domestic
"","",Lead batteries,1380.00,0.370000,en,18065,electronics,retail
"","","Brass, miscellaneous",44.00,2.770000,en,18036,yellow brass,retail
"","","E1 - iron and steel, miscellaneous scrap",830.00,0.080000,en,18060,iron and steel,retail
"","",Copper cable with plug,54.00,0.780000,en,18029,cables,retail
"","","Electronic scrap, miscellaneous",113.00,0.020000,en,18059,electronics,retail
"","","E1 - iron and steel, miscellaneous scrap",187.00,0.080000,en,18060,iron and steel,retail
"","",Hartmetall Wendeschneidplatten,35.00,14.890000,de,18017,tungsten carbide,retail
"","","Aluminium, miscellaneous",12.00,0.750000,en,18003,aluminium,retail
"","","Copper Cable, min. 38% Cu",38.50,1.300000,en,18028,cables,retail
"","","Aluminium rims, contaminated",168.00,1.030000,en,18012,aluminium,retail
"","",Hartmetall Bohrer und Fräser,31.00,15.170000,de,18019,tungsten carbide,retail
"","",Brass cartridges,150.00,3.230000,en,18034,yellow brass,retail
"","",Tableware tin,1.40,10.550000,en,18071,tin,retail
"","","Bright copper, no 1, Millberry",105.50,4.880000,en,18025,copper,retail
"","",Hartmetall Bohrer und Fräser,7.00,14.890000,de,18019,tungsten carbide,retail
"","","Brass, miscellaneous",25.00,2.870000,en,18036,yellow brass,retail
"","","Aluminium, miscellaneous",12.00,0.640000,en,18003,aluminium,retail
"","",Disc drives,2.90,19.640000,en,18055,pc components,retail
"","","Copper Cable, min. 60% Cu",21.00,2.130000,en,18030,cables,retail
"","","Tungsten carbide, miscellaneous",198.00,15.000000,en,18020,tungsten carbide,retail
"","",Disc drives,0.30,28.390000,en,18055,pc components,retail
"","",Disc drives,0.20,61.890000,en,18055,pc components,retail
"","","Copper, miscellaneous, low-grade, old",39.00,3.900000,en,18024,copper,retail
"","","Brass, miscellaneous",4.80,2.860000,en,18036,yellow brass,retail
"","","Heavy copper, berry min. 98% Cu",28.10,4.640000,en,18022,copper,retail
"","","Stainless steel, V2a, nirosta, niro",29.00,0.730000,en,18037,stainless steel,retail
"","","Brass MS58, new, pieces",8.00,3.340000,en,18032,yellow brass,retail
"","","Stainless steel, V4a scrap",131.00,1.160000,en,18039,stainless steel,retail
"","",E3 - heavy scrap,400.00,0.100000,en,18061,iron and steel,retail
"","","Bright copper, no 1, Millberry",86.10,4.900000,en,18025,copper,retail
"","",Hartmetall Wendeschneidplatten,164.00,14.800000,de,18017,tungsten carbide,retail
"","","Heavy copper, berry min. 98% Cu",69.00,4.250000,en,18022,copper,retail
"","","Copper Cable, min. 38% Cu",37.50,1.330000,en,18028,cables,retail
"","",Class 3 circuit boards,2.20,1.780000,en,18045,pcbs,retail
"","",Tableware tin,4.40,10.640000,en,18071,tin,retail
"","","Zinc, old",2.40,1.320000,en,18073,zinc,retail
"","","Brass, miscellaneous",14.00,2.850000,en,18036,yellow brass,retail
"","",Hartmetall Bohrer und Fräser,10.00,14.270000,de,18019,tungsten carbide,retail
"","",Electric motors - large,4.40,0.350000,en,10212,electronics,retail
"","",Scrap soft lead,54.00,1.100000,en,19556,lead,retail
"","",Lead batteries,120.00,0.280000,en,18065,electronics,retail
"","","Copper, miscellaneous, low-grade, old",39.00,4.240000,en,18024,copper,retail
"","",Tableware tin,4.00,10.710000,en,18071,tin,retail
"","",Class 3 circuit boards,5.90,0.220000,en,18045,pcbs,retail
"","",Power supplies,3.70,0.200000,en,18056,pc components,retail
"","","Bright copper, no 2, sparkplugs",31.00,4.600000,en,18023,copper,retail
"","",Brass cartridges,16.50,3.190000,en,18034,yellow brass,retail
"","",Tableware tin,5.50,11.140000,en,18071,tin,retail
"","",End-of-life vehicle,1.00,90.000000,en,10156,iron and steel,retail
"","","Copper Cable, min. 60% Cu",130.00,2.420000,en,18030,cables,retail
"","","Aluminium profiles, bare (new)",280.00,1.260000,en,18001,aluminium,retail
"","","Copper, miscellaneous, low-grade, old",6.80,4.210000,en,18024,copper,retail
"","","Brass MS58, new, pieces",14.60,3.350000,en,18032,yellow brass,retail
"","",Class 3 circuit boards,4.90,4.500000,en,18045,pcbs,retail
"","","Bright copper, no 1, Millberry",184.00,5.110000,en,18025,copper,retail
"","","Brass, miscellaneous",15.00,2.820000,en,18036,yellow brass,retail
"","","Brass, miscellaneous",9.50,2.740000,en,18036,yellow brass,retail
"","","Copper, miscellaneous, low-grade, old",19.50,4.220000,en,18024,copper,retail
"","",Hartmetall Bohrer und Fräser,36.60,14.940000,de,18019,tungsten carbide,retail
"","","Zinc alloy, contaminated",17.00,0.250000,en,10010,zinc,retail
"","","Bright copper, no 1, Millberry",248.00,4.960000,en,18025,copper,retail
"","","Brass, miscellaneous",137.00,2.820000,en,18036,yellow brass,retail
"","",Chrome steel,1350.00,0.150000,en,10049,stainless steel,wholesale - europe domestic
"","","Copper, miscellaneous, low-grade, old",47.00,4.220000,en,18024,copper,retail
"","",Disc drives,45.00,0.170000,en,18055,pc components,retail
"","","Bright copper, no 1, Millberry",612.00,5.350000,en,18025,copper,retail
"","","E1 - iron and steel, miscellaneous scrap",5900.00,0.120000,en,18060,iron and steel,retail
"","","Tungsten carbide, miscellaneous",92.00,13.420000,en,18020,tungsten carbide,retail
"","",Copper cable with plug,23760.00,1.127000,en,18029,cables,wholesale - europe domestic
"","","Brass, miscellaneous",252.00,2.680000,en,18036,yellow brass,retail
"","","Brass MS58, new, pieces",30.00,3.390000,en,18032,yellow brass,retail
"","",Brass cartridges,5.00,3.230000,en,18034,yellow brass,retail
"","","Hss, miscellaneous, high speed steel",2.90,0.520000,en,18018,tungsten carbide,retail
"","",Brass cartridges,49.00,3.220000,en,18034,yellow brass,retail
"","","Brass, miscellaneous",60.50,2.250000,en,18036,yellow brass,retail
"","","Copper, miscellaneous, low-grade, old",13.00,3.830000,en,18024,copper,retail
"","","Bright copper, no 1, Millberry",437.00,5.090000,en,18025,copper,retail
"","",Tableware tin,10.00,10.720000,en,18071,tin,retail
"","","Bright copper, no 1, Millberry",61.00,4.720000,en,18025,copper,retail
"","","Bright copper, no 1, Millberry",416.00,4.770000,en,18025,copper,retail
"","","Heavy copper, berry min. 98% Cu",16.00,4.390000,en,18022,copper,retail
"","","Copper Cable, min. 38% Cu",10.00,1.350000,en,18028,cables,retail
"","","Bright copper, no 1, Millberry",24.80,4.640000,en,18025,copper,retail
"","","Tungsten carbide, miscellaneous",10.80,13.400000,en,18020,tungsten carbide,retail
"","","Bright copper, no 1, Millberry",23.00,4.860000,en,18025,copper,retail
"","",Hartmetall Wendeschneidplatten,9.90,14.080000,de,18017,tungsten carbide,retail
"","","Copper Cable, min. 60% Cu",39.00,2.140000,en,18030,cables,retail
"","",Scrap soft lead,9.00,1.110000,en,19556,lead,retail
"","","Brass MS58, new, pieces",62.00,3.390000,en,18032,yellow brass,retail
"","","Heavy copper, berry min. 98% Cu",13.00,4.640000,en,18022,copper,retail
"","",Hartmetall Bohrer und Fräser,201.00,15.550000,de,18019,tungsten carbide,retail
"","","Brass, miscellaneous",265.50,2.910000,en,18036,yellow brass,retail
"","","Brass MS58, new, pieces",20.00,3.200000,en,18032,yellow brass,retail
"","","Bright copper, no 2, sparkplugs",10.70,4.630000,en,18023,copper,retail
"","",Brass cartridges,115.00,2.780000,en,18034,yellow brass,retail
"","","Bright copper, no 2, sparkplugs",30.00,4.650000,en,18023,copper,retail
"","","Mobiles, smartphones",9.40,5.380000,en,18043,phones,retail
"","",Disc drives,3.40,18.980000,en,18055,pc components,retail
"","","Brass, miscellaneous",334.00,3.070000,en,18036,yellow brass,retail
"","",Brass - contaminated,12.00,1.600000,en,10133,yellow brass,retail
"","","Aluminium sheet, old, painted",137.00,0.850000,en,18006,aluminium,retail
"","",Hartmetall Wendeschneidplatten,10.00,14.090000,de,18017,tungsten carbide,retail
"","",Electric motors - large,16.00,0.360000,en,10212,electronics,retail
"","","Stainless steel, V4a scrap",66.00,1.000000,en,18039,stainless steel,retail
"","",Disc drives,2.00,26.770000,en,18055,pc components,retail
"","","Copper Cable, min. 60% Cu",12.00,2.280000,en,18030,cables,retail
"","","E1 - iron and steel, miscellaneous scrap",80.00,0.100000,en,18060,iron and steel,retail
"","",Electric motors - large,16.00,0.340000,en,10212,electronics,retail
"","",Copper cable with plug,157.00,0.750000,en,18029,cables,retail
"","","Aluminium, miscellaneous",18.00,0.610000,en,18003,aluminium,retail
"","",Aluminium sheet with 50% adhesives,5.00,0.300000,en,10062,aluminium,retail
"","","Copper Cable, min. 38% Cu",28.00,1.260000,en,18028,cables,retail
"","","Tungsten carbide, miscellaneous",30.00,12.620000,en,18020,tungsten carbide,retail
"","","Copper Cable, min. 38% Cu",28.00,1.250000,en,18028,cables,retail
"","","Copper Cable, min. 60% Cu",5.00,2.020000,en,18030,cables,retail
"","",Tableware tin,15.00,9.000000,en,18071,tin,retail
"","",Hartmetall Wendeschneidplatten,3.70,14.890000,de,18017,tungsten carbide,retail
"","","Copper Cable, min. 60% Cu",311.00,2.280000,en,18030,cables,retail
"","",Hartmetall Wendeschneidplatten,14.00,13.990000,de,18017,tungsten carbide,retail
"","",Copper cable with plug,2765.00,1.300000,en,18029,cables,retail
"","",Hartmetall Wendeschneidplatten,1.50,14.090000,de,18017,tungsten carbide,retail
"","","Bright copper, no 2, sparkplugs",8.60,4.430000,en,18023,copper,retail
"","",Disc drives,0.93,26.770000,en,18055,pc components,retail
"","","Tombac, pieces",143.30,4.180000,en,18068,red brass,retail
"","","Brass, miscellaneous",3.40,2.450000,en,18036,yellow brass,retail
"","","Copper, miscellaneous, low-grade, old",6.00,4.400000,en,18024,copper,retail
"","",Disc drives,0.66,58.490000,en,18055,pc components,retail
"","","Brass MS58, new, pieces",16.00,3.100000,en,18032,yellow brass,retail
"","",Electric motors - large,17.00,0.250000,en,10212,electronics,retail
"","",Copper cable with plug,38.00,0.640000,en,18029,cables,retail
"","",Silver contacts,0.88,8.950000,en,21649,electronics,retail
"","","Tungsten carbide, miscellaneous",436.00,16.900000,en,18020,tungsten carbide,wholesale - europe domestic
"","","Copper Cable, min. 38% Cu",340.00,1.410000,en,18028,cables,retail
"","","Aluminium sheet, old, painted",309.00,0.730000,en,18006,aluminium,retail
"","","Copper Cable, min. 38% Cu",308.00,1.410000,en,18028,cables,retail
"","",Disc drives,21.00,0.170000,en,18055,pc components,retail
"","",Copper cable with plug,54.00,0.720000,en,18029,cables,retail
"","",Hartmetall Wendeschneidplatten,4.00,14.650000,de,18017,tungsten carbide,retail
"","","Mobiles, smartphones",18.00,5.380000,en,18043,phones,retail
"","",Hartmetall Bohrer und Fräser,9.90,15.170000,de,18019,tungsten carbide,retail
"","",Class 3 circuit boards,22.00,1.640000,en,18045,pcbs,retail
"","",Tableware tin,4.10,11.290000,en,18071,tin,retail
"","","Aluminium, shredded",22210.00,0.130000,en,10072,aluminium,retail
"","","E1 - iron and steel, miscellaneous scrap",116.00,0.050000,en,18060,iron and steel,retail
"","",Hartmetall Bohrer und Fräser,29.80,14.940000,de,18019,tungsten carbide,retail
"","","Bright copper, no 1, Millberry",0.60,4.880000,en,18025,copper,retail
"","","Stainless steel, V2a, nirosta, niro",14.00,0.670000,en,18037,stainless steel,retail
"","",Hartmetall Wendeschneidplatten,7.10,14.650000,de,18017,tungsten carbide,retail
"","","Bright copper, no 1, Millberry",227.00,5.150000,en,18025,copper,retail
"","","Zinc, old",4.00,1.290000,en,18073,zinc,retail
"","",Brass cartridges,18.00,3.230000,en,18034,yellow brass,retail
"","",Aluminium cable,4570.00,0.750000,en,10036,aluminium,wholesale - europe domestic
"","","Brass, miscellaneous",1410.00,3.150000,en,18036,yellow brass,retail
"","","Stainless steel, V2a, nirosta, niro",3.00,0.610000,en,18037,stainless steel,retail
"","","Brass, miscellaneous",7.50,2.880000,en,18036,yellow brass,retail
"","",Brass cartridges,493.70,3.550000,en,18034,yellow brass,retail
"","",Silver contacts,0.90,8.950000,en,21649,electronics,retail
"","","Tungsten carbide, miscellaneous",12.70,13.630000,en,18020,tungsten carbide,retail
"","","Heavy copper, berry min. 98% Cu",22.50,4.640000,en,18022,copper,retail
"","","Copper, miscellaneous, low-grade, old",2.50,4.460000,en,18024,copper,retail
"","","Copper, miscellaneous, low-grade, old",17.00,4.290000,en,18024,copper,retail
"","","Cast aluminium, new",28.00,0.320000,en,18013,aluminium,retail
"","","Stainless steel, alloyed, contaminated",13.00,0.750000,en,10061,stainless steel,retail
"","",Aluminium extension profiles,50.00,0.950000,en,10005,aluminium,retail
"","","Hss, miscellaneous, high speed steel",5.10,0.520000,en,18018,tungsten carbide,retail
"","","E1 - iron and steel, miscellaneous scrap",1120.00,0.110000,en,18060,iron and steel,retail
"","","Heavy copper, berry min. 98% Cu",3.00,4.640000,en,18022,copper,retail
"","","Stainless steel, V2a, nirosta, niro",10.80,0.680000,en,18037,stainless steel,retail
"","",Tableware tin,19.10,10.630000,en,18071,tin,retail
"","","Brass MS58, new, pieces",3.50,3.260000,en,18032,yellow brass,retail
"","","Copper, miscellaneous, low-grade, old",5.50,4.290000,en,18024,copper,retail
"","","Copper Cable, min. 38% Cu",3.20,1.280000,en,18028,cables,retail
"","",Hartmetall Bohrer und Fräser,6.90,15.170000,de,18019,tungsten carbide,retail
"","","Stainless steel, V4a scrap",30.00,1.050000,en,18039,stainless steel,retail
"","","E1 - iron and steel, miscellaneous scrap",18.00,0.100000,en,18060,iron and steel,retail
"","",Hartmetall Wendeschneidplatten,3.40,14.080000,de,18017,tungsten carbide,retail
"","",Hartmetall Wendeschneidplatten,3.80,14.890000,de,18017,tungsten carbide,retail
"","",Class 3 circuit boards,186.00,0.330000,en,18045,pcbs,retail
"","","Copper, miscellaneous, low-grade, old",101.00,4.730000,en,18024,copper,retail
"","","Stainless steel, V2a, nirosta, niro",16.50,0.670000,en,18037,stainless steel,retail
"","","Brass, miscellaneous",131.00,2.800000,en,18036,yellow brass,retail
"","","Brass, miscellaneous",17.50,2.200000,en,18036,yellow brass,retail
"","","Aluminium sheet, old, painted",8.00,0.680000,en,18006,aluminium,retail
"","","E1 - iron and steel, miscellaneous scrap",80.00,0.080000,en,18060,iron and steel,retail
"","",Chrome steel,360.00,0.250000,en,10049,stainless steel,retail
"","","Stainless steel, V2a, nirosta, niro",8.00,0.700000,en,18037,stainless steel,retail
"","","Bright copper, no 2, sparkplugs",10.30,4.690000,en,18023,copper,retail
"","",Hartmetall Wendeschneidplatten,19.50,14.080000,de,18017,tungsten carbide,retail
"","","Stainless steel, V2a, nirosta, niro",10.50,0.750000,en,18037,stainless steel,retail
"","","E1 - iron and steel, miscellaneous scrap",114.00,0.100000,en,18060,iron and steel,retail
"","","E1 - iron and steel, miscellaneous scrap",865.00,0.100000,en,18060,iron and steel,retail
"","","Brass, miscellaneous",15.80,2.790000,en,18036,yellow brass,retail
"","","Brass, miscellaneous",3.00,3.200000,en,18036,yellow brass,retail
"","","E1 - iron and steel, miscellaneous scrap",10.00,0.050000,en,18060,iron and steel,retail
"","","Copper Cable, min. 38% Cu",80.00,1.240000,en,18028,cables,retail
"","",Hartmetall Bohrer und Fräser,16.50,13.500000,de,18019,tungsten carbide,retail
"","",Electric motors - large,273.00,0.350000,en,10212,electronics,retail
"","",Hartmetall Bohrer und Fräser,10.00,14.890000,de,18019,tungsten carbide,retail
"","",Class 3 circuit boards,13.10,4.500000,en,18045,pcbs,retail
"","","Copper, miscellaneous, low-grade, old",7.00,4.290000,en,18024,copper,retail
"","","Copper Cable, min. 60% Cu",19.30,2.180000,en,18030,cables,retail
"","","Copper, miscellaneous, low-grade, old",3.90,4.290000,en,18024,copper,retail
"","","Brass, miscellaneous",13.50,2.880000,en,18036,yellow brass,retail
"","","Copper Cable, min. 60% Cu",6.00,2.300000,en,18030,cables,retail
"","","Aluminium profiles, painted",7.50,0.970000,en,18002,aluminium,retail
"","","Copper, miscellaneous, low-grade, old",160.00,4.500000,en,18024,copper,retail
"","",E3 - heavy scrap,13920.00,0.140000,en,18061,iron and steel,retail
"","",Tableware tin,31.60,10.760000,en,18071,tin,retail
"","","Copper Cable, min. 38% Cu",27.80,1.280000,en,18028,cables,retail
"","","Bright copper, no 1, Millberry",194.00,4.870000,en,18025,copper,retail
"","","Copper, miscellaneous, low-grade, old",267.00,4.520000,en,18024,copper,retail
"","","Copper, miscellaneous, low-grade, old",29.00,4.460000,en,18024,copper,retail
"","",Hartmetall Bohrer und Fräser,0.70,14.270000,de,18019,tungsten carbide,retail
"","","Copper Cable, min. 60% Cu",13.00,2.220000,en,18030,cables,retail
"","",Hartmetall Bohrer und Fräser,1068.00,17.100000,de,18019,tungsten carbide,wholesale - europe domestic
"","","Copper Cable, min. 55% Cu",95.00,1.790000,en,10024,cables,retail
"","","Zinc, new",19.00,1.470000,en,18074,zinc,retail
"","","Brass, miscellaneous",19.70,2.440000,en,18036,yellow brass,retail
"","",Tableware tin,6.80,10.760000,en,18071,tin,retail
"","","Zinc, old",1.00,1.310000,en,18073,zinc,retail
"","",Scrap soft lead,6.20,1.100000,en,19556,lead,retail
"","",Brass cartridges,561.00,3.500000,en,18034,yellow brass,retail
"","","Tin scrap, solder",2.50,3.560000,en,18070,tin,retail
"","","Copper Cable, min. 38% Cu",15.90,1.280000,en,18028,cables,retail
"","","Brass, miscellaneous",300.00,2.900000,en,18036,yellow brass,retail
"","","Aluminium, miscellaneous",246.00,0.630000,en,18003,aluminium,retail
"","","Aluminium, miscellaneous",32.00,1.030000,en,18003,aluminium,retail
"","",Copper cable with plug,74.00,0.740000,en,18029,cables,retail
"","","Stainless steel, V2a, nirosta, niro",51.00,0.690000,en,18037,stainless steel,retail
"","","Aluminium profiles, bare (new)",24.00,1.050000,en,18001,aluminium,retail
"","",Copper cable with plug,8.00,0.740000,en,18029,cables,retail
"","","Copper Cable, min. 38% Cu",22.00,1.320000,en,18028,cables,retail
"","","Copper Cable, min. 60% Cu",6.00,2.190000,en,18030,cables,retail
"","","Brass, miscellaneous",2.00,2.880000,en,18036,yellow brass,retail
"","",Transformers,23.00,0.370000,en,10197,electronics,retail
"","",Electric motors - large,8.00,0.350000,en,10212,electronics,retail
"","","Copper Cable, min. 70% Cu",1.00,2.550000,en,18031,cables,retail
"","","Aluminium, miscellaneous",64.00,0.620000,en,18003,aluminium,retail
"","","Cast aluminium, new",1.00,0.830000,en,18013,aluminium,retail
"","","Aluminium-copper radiator, clean",4.00,1.370000,en,18007,aluminium,retail
"","","Copper, miscellaneous, low-grade, old",30.00,4.400000,en,18024,copper,retail
"","",Hartmetall Bohrer und Fräser,7.00,14.940000,de,18019,tungsten carbide,retail
"","",Tableware tin,11.20,10.760000,en,18071,tin,retail
"","",Disc drives,3.00,18.980000,en,18055,pc components,retail
"","",Disc drives,1.00,6.600000,en,18055,pc components,retail
"","",Power supplies,30.00,0.200000,en,18056,pc components,retail
"","","Bright copper, no 1, Millberry",888.00,5.220000,en,18025,copper,retail
"","","Aluminium-copper radiator, clean",3.50,1.370000,en,18007,aluminium,retail
"","",Disc drives,0.80,6.600000,en,18055,pc components,retail
"","",Disc drives,20.00,0.170000,en,18055,pc components,retail
"","","Brass MS58, new, pieces",2.00,3.350000,en,18032,yellow brass,retail
"","",Hartmetall Wendeschneidplatten,7.80,14.600000,de,18017,tungsten carbide,retail
"","","Cast aluminium, old",3.40,0.680000,en,18014,aluminium,retail
"","",Brass - contaminated,265.00,1.800000,en,10133,yellow brass,retail
"","",Scrap soft lead,2.30,1.160000,en,19556,lead,retail
"","",Hartmetall Bohrer und Fräser,14.10,14.890000,de,18019,tungsten carbide,retail
"","","Copper Cable, min. 38% Cu",580.00,1.350000,en,18028,cables,retail
"","",Tableware tin,2.00,14.900000,en,18071,tin,retail
"","","Electronic scrap, miscellaneous",211.00,0.020000,en,18059,electronics,retail
"","","E1 - iron and steel, miscellaneous scrap",22810.00,0.150000,en,18060,iron and steel,retail
"","",Modules - mixed materials,9.00,0.510000,en,10139,electronics,retail
"","","Copper, miscellaneous, low-grade, old",13.00,4.480000,en,18024,copper,retail
"","",Lead batteries,640.00,0.470000,en,18065,electronics,retail
"","","E1 - iron and steel, miscellaneous scrap",26.00,0.120000,en,18060,iron and steel,retail
"","","Stainless steel, V4a scrap",200.00,1.260000,en,18039,stainless steel,retail
"","",Chrome steel,6670.00,0.175000,en,10049,stainless steel,retail
"","",Scrap soft lead,28.00,1.100000,en,19556,lead,retail
"","",Electric motors - large,10.00,0.250000,en,10212,electronics,retail
"","",Lead batteries,540.00,0.460000,en,18065,electronics,retail
"","","Copper Cable, min. 60% Cu",13.20,2.010000,en,18030,cables,retail
"","","Copper Cable, min. 60% Cu",18.50,2.020000,en,18030,cables,retail
"","",Disc drives,2.10,18.980000,en,18055,pc components,retail
"","",Hartmetall Bohrer und Fräser,9.00,14.890000,de,18019,tungsten carbide,retail
"","","Copper Cable, min. 60% Cu",59.50,2.360000,en,18030,cables,retail
"","","Brass, miscellaneous",4.00,2.900000,en,18036,yellow brass,retail
"","","E1 - iron and steel, miscellaneous scrap",3360.00,0.130000,en,18060,iron and steel,retail
"","","Bright copper, no 1, Millberry",362.00,5.210000,en,18025,copper,retail
"","",Hartmetall Bohrer und Fräser,3.40,14.940000,de,18019,tungsten carbide,retail
"","","Brass, miscellaneous",39.00,2.880000,en,18036,yellow brass,retail
"","","Copper, miscellaneous, low-grade, old",12.00,4.200000,en,18024,copper,retail
"","","Copper Cable, min. 38% Cu",133.00,0.950000,en,18028,cables,retail
"","","Aluminium profiles, bare (new)",9.00,1.090000,en,18001,aluminium,retail
"","","E1 - iron and steel, miscellaneous scrap",7.00,0.080000,en,18060,iron and steel,retail
"","",Hartmetall Wendeschneidplatten,26.10,14.650000,de,18017,tungsten carbide,retail
"","",Brass cartridges,33.00,3.230000,en,18034,yellow brass,retail
